"uid","namedLocation","domainID","siteID","plotID","nrcsDescriptionID","collectDate","horizonID","horizonName","bulkDensProcessedDate","bulkDensMethodPub","bulkDensMethod","bulkDensIDnrcs","bulkDensSampleType","bulkDensCenterDepth","bulkDensTopDepth","bulkDensBottomDepth","bulkDensThirdBar","bulkDensOvenDry","bulkDensFieldMoist","waterRetentionThirdBar","fieldWaterContent","laboratoryName","remarks","dataQF"
"51d56061-d53e-45cc-bdf0-5fc7328235f2","HARV_022.basePlot.all","D01","HARV","HARV_022","S2017MA027022","2017-05-09","17N03399","C2","2017-08-25","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)","S2017MA027022-7","field core",94.5,90,99,NA,NA,1.48,NA,3.6,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"8d0b84d2-0e90-45ba-834a-af50fb575df6","HARV_022.basePlot.all","D01","HARV","HARV_022","S2017MA027022","2017-05-09","17N03400","C3","2017-08-25","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)","S2017MA027022-8","field core",127,99,155,NA,NA,1.48,NA,3,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"aafabe18-7258-4292-89ae-0c202444a161","HARV_030.basePlot.all","D01","HARV","HARV_030","S2017MA027030","2017-05-16","17N03405","Bw1","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027030-4","clod",25.5,20,31,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"4c5c888b-30f9-43b0-8c23-f8c85fa27674","HARV_017.basePlot.all","D01","HARV","HARV_017","S2017MA027017","2017-05-23","17N03391","2BC","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027017-5","clod",69,55,83,1.34,1.38,NA,7.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"0a716fa0-c81e-4d74-9802-8431af58330f","HARV_017.basePlot.all","D01","HARV","HARV_017","S2017MA027017","2017-05-23","17N03392","2Cd","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027017-6","clod",107.5,83,132,1.82,1.85,NA,5,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"782a6b95-da73-496d-a392-d6e5e47a64ac","HARV_017.basePlot.all","D01","HARV","HARV_017","S2017MA027017","2017-05-23","17N03389","Bw1","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027017-3","clod",24,15,33,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"cb5fc6a8-3a22-4024-a7a3-74e0d18f9ace","HARV_017.basePlot.all","D01","HARV","HARV_017","S2017MA027017","2017-05-23","17N03387","Oe","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027017-1","clod",4,0,8,0.37,0.49,NA,68.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"0379e61f-9d68-4a08-9263-a6eac8a05b25","HARV_017.basePlot.all","D01","HARV","HARV_017","S2017MA027017","2017-05-23","17N03388","A","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027017-2","clod",11.5,8,15,1,1.03,NA,23.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"ba625d15-3636-42e6-9d20-09ac6deee7b4","HARV_017.basePlot.all","D01","HARV","HARV_017","S2017MA027017","2017-05-23","17N03390","Bw2","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027017-4","clod",44,33,55,1.29,1.32,NA,8.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"9d1d1f8f-050f-44fa-8dfd-dbd774192a09","HARV_005.basePlot.all","D01","HARV","HARV_005","S2017MA027005","2017-05-30","17N03378","BC","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027005-4","clod",54.5,46,63,1.26,1.28,NA,20.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"051edb99-8e83-4e20-8629-df6d0fd818ce","HARV_005.basePlot.all","D01","HARV","HARV_005","S2017MA027005","2017-05-30","17N03377","Bw","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027005-3","clod",33,20,46,1.19,1.22,NA,25.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"d917c55d-70d7-4c4e-960e-e1d48c3b47e0","HARV_005.basePlot.all","D01","HARV","HARV_005","S2017MA027005","2017-05-30","17N03376","A","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027005-2","clod",13,6,20,0.71,0.94,NA,43.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"b30fe6a4-4523-4ad9-9d03-3e939e08a20d","HARV_005.basePlot.all","D01","HARV","HARV_005","S2017MA027005","2017-05-30","17N03379","2Cd1","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027005-5","clod",73,63,83,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"1f221cef-a884-403b-99ae-27b24d9a4c89","HARV_005.basePlot.all","D01","HARV","HARV_005","S2017MA027005","2017-05-30","17N03375","Oe","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027005-1","clod",3,0,6,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"ccffce8d-8bf9-4290-ba26-8298e8c12b9c","HARV_031.basePlot.all","D01","HARV","HARV_031","S2017MA027031","2017-06-14","17N03410","Oe","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027031-1","clod",2,0,4,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"7b17d76b-a371-42f5-8404-862a8d9a237e","HARV_031.basePlot.all","D01","HARV","HARV_031","S2017MA027031","2017-06-14","17N03411","A","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027031-2","clod",7.5,4,11,0.99,1.06,NA,24.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"faf4f28e-db86-48d8-b0b3-2d86372a2d5b","HARV_031.basePlot.all","D01","HARV","HARV_031","S2017MA027031","2017-06-14","17N03412","Ap","2017-08-25","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)","S2017MA027031-3","field core",17.5,11,24,NA,NA,0.91,NA,17.7,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"efe73440-0eae-41db-af48-64d5dbda2d3d","HARV_031.basePlot.all","D01","HARV","HARV_031","S2017MA027031","2017-06-14","17N03413","Bw","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027031-4","clod",39,24,54,1.19,1.22,NA,16.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"9c24f053-484a-49f9-9454-fc2c8ce34409","HARV_058.basePlot.all","D01","HARV","HARV_058","S2017MA027058","2017-06-21","17N03421","2Cd","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027058-6","clod",104.5,89,120,1.77,1.77,NA,6.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"d3e1c629-93c4-40a6-b3e6-3e108981de9a","HARV_058.basePlot.all","D01","HARV","HARV_058","S2017MA027058","2017-06-21","17N03417","A","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027058-2","clod",8.5,5,12,0.89,0.97,NA,33.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"a4ba7a22-1071-4a76-8a55-00a89eeefc0c","HARV_058.basePlot.all","D01","HARV","HARV_058","S2017MA027058","2017-06-21","17N03418","Bw1","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027058-3","clod",27.5,12,43,1.24,1.28,NA,19.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"7682066c-7589-4438-ac24-1fa250fc4916","HARV_058.basePlot.all","D01","HARV","HARV_058","S2017MA027058","2017-06-21","17N03416","Oe","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027058-1","clod",2.5,0,5,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"d52e5ed5-9793-45cf-88b0-815a124f8195","HARV_058.basePlot.all","D01","HARV","HARV_058","S2017MA027058","2017-06-21","17N03420","2BC","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027058-5","clod",77.5,66,89,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"2e4b461c-3271-41df-915f-900e44008246","HARV_058.basePlot.all","D01","HARV","HARV_058","S2017MA027058","2017-06-21","17N03419","Bw2","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027058-4","clod",54.5,43,66,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"e6bf80a6-c479-4faa-8d83-2e826ade7537","HARV_006.basePlot.all","D01","HARV","HARV_006","S2017MA027006","2017-06-27","17N03385","BC","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027006-5","clod",66.5,53,80,1.32,1.34,NA,11.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"d49e41e7-4d07-400f-b6ea-4bf40f7f744c","HARV_006.basePlot.all","D01","HARV","HARV_006","S2017MA027006","2017-06-27","17N03381","Oe","2017-08-09","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)","S2017MA027006-1","field core",3,0,6,NA,NA,0.1,NA,193.9,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"64db3b6d-43c4-4c4f-8dc7-b2632f5442b7","HARV_006.basePlot.all","D01","HARV","HARV_006","S2017MA027006","2017-06-27","17N03386","2C","2017-08-25","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)","S2017MA027006-6","field core",107.5,80,135,NA,NA,1.57,NA,8,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"6abddd7a-cd6c-4821-82ed-9f1bc3f4f79a","HARV_006.basePlot.all","D01","HARV","HARV_006","S2017MA027006","2017-06-27","17N03382","A","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027006-2","clod",8.5,6,11,0.76,0.83,NA,31.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"2b069062-0f0a-44e1-90a2-f0c3216fa1fc","HARV_006.basePlot.all","D01","HARV","HARV_006","S2017MA027006","2017-06-27","17N03383","Bw1","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027006-3","clod",21.5,11,32,1.21,1.22,NA,15,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"c541d102-7ef8-49b6-842e-2529d2e4b4f6","HARV_006.basePlot.all","D01","HARV","HARV_006","S2017MA027006","2017-06-27","17N03384","Bw2","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027006-4","clod",42.5,32,53,1.24,1.26,NA,13.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"4ff8fb68-5005-4bab-b0dc-12e44c771b2d","HARV_001.basePlot.all","D01","HARV","HARV_001","S2017MA027001","2017-08-09","17N04244","Bw1","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027001-3","clod",26.5,14,39,1.24,1.25,NA,18.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"31fae526-c66d-4083-9eb2-aed6dbb2efd1","HARV_001.basePlot.all","D01","HARV","HARV_001","S2017MA027001","2017-08-09","17N04243","A","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027001-2","clod",9,4,14,0.86,0.92,NA,35.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"9c0df8bb-0f73-4959-82dc-8fcf9dbf2187","HARV_001.basePlot.all","D01","HARV","HARV_001","S2017MA027001","2017-08-09","17N04242","Oi","2017-11-27","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)","S2017MA027001-1","field core",2,0,4,NA,NA,0.1,NA,31.3,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"29728c35-8ca0-4136-88f3-7ff24c8d6902","HARV_013.basePlot.all","D01","HARV","HARV_013","S2017MA027013","2017-08-11","17N04293","Bw2","2018-02-24","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027013-4","clod",38.5,27,50,0.85,0.87,NA,29.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"6f417a45-d8e3-4514-905b-68f5fa9974c2","HARV_013.basePlot.all","D01","HARV","HARV_013","S2017MA027013","2017-08-11","17N04290","Oe","2017-11-27","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)","S2017MA027013-1","field core",2,0,4,NA,NA,0.11,NA,32.3,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"8812d86c-519b-41b0-a8c1-53ad2d89b8cb","HARV_013.basePlot.all","D01","HARV","HARV_013","S2017MA027013","2017-08-11","17N04292","Bw1","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027013-3","clod",19,11,27,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"a90983a8-01c6-49c0-91bf-fb516fb1541c","HARV_013.basePlot.all","D01","HARV","HARV_013","S2017MA027013","2017-08-11","17N04291","A","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027013-2","clod",7.5,4,11,0.83,0.98,NA,22.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"6c42317b-6768-45da-8bed-8a0d68e7fd63","HARV_013.basePlot.all","D01","HARV","HARV_013","S2017MA027013","2017-08-11","17N04294","BC","2018-02-24","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027013-5","clod",62.5,50,75,1.28,1.3,NA,9.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"975bc6b7-2668-4dd5-bbd6-d176b2961847","HARV_018.basePlot.all","D01","HARV","HARV_018","S2017MA027018","2017-08-14","17N04256","Bw2","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027018-4","clod",38,29,47,1.32,1.34,NA,14.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"443c19ea-513b-4ebe-91b3-01ddd91c9a25","HARV_018.basePlot.all","D01","HARV","HARV_018","S2017MA027018","2017-08-14","17N04253","Oe","2017-11-27","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)","S2017MA027018-1","field core",2.5,0,5,NA,NA,0.17,NA,85.5,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"b0c86675-80b5-4dc3-9a95-8eba6c14342b","HARV_018.basePlot.all","D01","HARV","HARV_018","S2017MA027018","2017-08-14","17N04257","BC","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027018-5","clod",57.5,47,68,1.59,1.6,NA,8.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"aa26c8b4-47b0-46d5-8678-3ee1462002e8","HARV_018.basePlot.all","D01","HARV","HARV_018","S2017MA027018","2017-08-14","17N04254","Ap","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027018-2","clod",9.5,5,14,1.02,1.04,NA,38.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"d4cce227-ca9c-4ec4-843f-b4ed708981a8","HARV_018.basePlot.all","D01","HARV","HARV_018","S2017MA027018","2017-08-14","17N04255","Bw1","2018-02-24","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027018-3","clod",21.5,14,29,1.26,1.27,NA,22.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"3d5e4ed4-e4ee-41de-b1af-e4e59f068ae9","HARV_018.basePlot.all","D01","HARV","HARV_018","S2017MA027018","2017-08-14","17N04258","2Cd","2018-02-24","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027018-6","clod",84,68,100,1.67,1.71,NA,6.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"2c89392f-016d-444b-9ee0-eedbb5c2a58b","HARV_008.basePlot.all","D01","HARV","HARV_008","S2017MA027008","2017-08-16","17N04251","BC","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027008-5","clod",64,54,74,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"8790d361-b6be-4650-bd02-37ddd6ff9d41","HARV_008.basePlot.all","D01","HARV","HARV_008","S2017MA027008","2017-08-16","17N04252","C","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027008-6","clod",94.5,74,115,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"f8a4fffa-9dd3-4982-81aa-a69c9b7248ed","HARV_008.basePlot.all","D01","HARV","HARV_008","S2017MA027008","2017-08-16","17N04248","A","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027008-2","clod",14.5,10,19,0.56,0.67,NA,51.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"91c09daa-d54e-4c03-ae72-d2af6296b549","HARV_008.basePlot.all","D01","HARV","HARV_008","S2017MA027008","2017-08-16","17N04249","Bw1","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027008-3","clod",27.5,19,36,1.06,1.08,NA,24.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"10d7d18f-f108-4bb3-9b7c-42664cfe88f8","HARV_008.basePlot.all","D01","HARV","HARV_008","S2017MA027008","2017-08-16","17N04247","Oe","2017-11-27","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)","S2017MA027008-1","field core",5,0,10,NA,NA,0.08,NA,106.8,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"303a5a35-04b8-48e8-adaf-280f260c74f2","HARV_008.basePlot.all","D01","HARV","HARV_008","S2017MA027008","2017-08-16","17N04250","Bw2","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027008-4","clod",45,36,54,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
